,vol_req,seed,dU11,dU12,dU21,dU22
1237,0.2,20.0,0.4529,0.0474,0.0474,0.5606
1238,0.2,20.0,0.2941,0.0928,0.0928,0.142
1239,0.2,20.0,0.4245,-0.3773,-0.3773,0.1501
1240,0.2,20.0,-0.0686,0.0177,0.0177,-0.0906
1241,0.2,20.0,0.2903,-0.0201,-0.0201,0.2869
1242,0.2,20.0,0.5224,0.0219,0.0219,0.2254
1243,0.2,20.0,0.5483,-0.0708,-0.0708,0.2112
1244,0.2,20.0,0.0423,0.0369,0.0369,0.0912
1245,0.2,20.0,0.6649,-0.0086,-0.0086,0.6658
1246,0.2,20.0,-0.1435,0.0314,0.0314,0.4151
1247,0.2,20.0,-0.1033,-0.1195,-0.1195,0.4255
1248,0.2,20.0,-0.0747,-0.0982,-0.0982,-0.0158
1249,0.2,20.0,0.6193,-0.083,-0.083,0.4679
1250,0.2,20.0,0.5992,0.2443,0.2443,-0.1045
1251,0.2,20.0,0.462,-0.061,-0.061,0.1067
1252,0.2,20.0,0.0331,0.1389,0.1389,0.107
1253,0.2,20.0,0.4744,0.0878,0.0878,0.3044
1254,0.2,20.0,0.2014,0.0164,0.0164,0.2462
1255,0.2,20.0,-0.0322,-0.0949,-0.0949,0.5929
1256,0.2,20.0,-0.1914,0.0233,0.0233,-0.1072
1257,0.2,20.0,0.3217,-0.0012,-0.0012,0.3916
1258,0.2,20.0,0.2722,0.2423,0.2423,0.3656
1259,0.2,20.0,0.3111,-0.266,-0.266,0.5628
1260,0.2,20.0,0.0511,-0.0364,-0.0364,0.1733
1261,0.2,20.0,0.5302,0.0004,0.0004,0.7453
1262,0.2,20.0,0.2599,0.2665,0.2665,0.1711
1263,0.2,20.0,0.194,-0.2508,-0.2508,-0.0658
1264,0.2,20.0,-0.219,-0.0168,-0.0168,-0.0121
1265,0.2,20.0,0.3367,0.028,0.028,0.4458
1266,0.2,20.0,0.5557,0.2403,0.2403,0.2703
1267,0.2,20.0,0.2829,-0.2626,-0.2626,0.2817
1268,0.2,20.0,0.1205,0.0047,0.0047,0.1677
1269,0.2,20.0,0.6269,-0.0208,-0.0208,0.7138
1270,0.2,20.0,-0.0866,0.2665,0.2665,0.2099
1271,0.2,20.0,0.1525,-0.2487,-0.2487,0.17
1272,0.2,20.0,0.1926,-0.1056,-0.1056,0.0362
1273,0.2,20.0,0.4109,-0.1339,-0.1339,0.4936
1274,0.2,20.0,-0.1062,0.0868,0.0868,0.5412
1275,0.2,20.0,0.232,-0.021,-0.021,0.2753
1276,0.2,20.0,0.0418,0.093,0.093,-0.0862
1277,0.2,20.0,0.5164,0.0875,0.0875,0.5757
1278,0.2,20.0,0.3747,0.0534,0.0534,0.0172
1279,0.2,20.0,0.5601,-0.2807,-0.2807,-0.0568
1280,0.2,20.0,-0.0177,-0.0648,-0.0648,-0.1379
1281,0.2,20.0,0.4845,-0.14,-0.14,0.5672
1282,0.2,20.0,-0.1139,0.1227,0.1227,0.6192
1283,0.2,20.0,0.1264,-0.1043,-0.1043,0.4239
1284,0.2,20.0,0.1726,0.1254,0.1254,-0.0667
1285,0.2,20.0,0.3828,0.1304,0.1304,0.4535
1286,0.2,20.0,0.308,0.0099,0.0099,0.2446
1287,0.2,20.0,0.5336,-0.1789,-0.1789,0.0402
1288,0.2,20.0,-0.0889,0.002,0.002,-0.2445
1289,0.2,20.0,0.4042,-0.0106,-0.0106,0.3663
1290,0.2,20.0,0.4807,0.2272,0.2272,0.2614
1291,0.2,20.0,0.4936,-0.2673,-0.2673,0.393
1292,0.2,20.0,0.1363,-0.0006,-0.0006,0.0229
1293,0.2,20.0,0.6834,0.0376,0.0376,0.5558
1294,0.2,20.0,0.117,0.2039,0.2039,0.3244
1295,0.2,20.0,0.0078,-0.2722,-0.2722,0.1012
1296,0.2,20.0,-0.0664,-0.0357,-0.0357,-0.2071
1297,0.2,20.0,0.4854,0.0118,0.0118,0.3463
1298,0.2,20.0,0.4596,0.2812,0.2812,0.4633
1299,0.2,20.0,0.1615,-0.211,-0.211,0.4078
1300,0.2,20.0,0.1384,0.015,0.015,0.0764
1301,0.2,20.0,0.7324,-0.016,-0.016,0.5645
1302,0.2,20.0,0.0707,0.2594,0.2594,0.0549
1303,0.2,20.0,0.2693,-0.2144,-0.2144,0.0265
1304,0.2,20.0,0.0418,-0.1155,-0.1155,0.1143
1305,0.2,20.0,0.5351,-0.1437,-0.1437,0.3259
1306,0.2,20.0,0.4275,0.2009,0.2009,0.0105
1307,0.2,20.0,0.2675,-0.0075,-0.0075,0.2134
1308,0.2,20.0,-0.0871,0.1314,0.1314,0.0006
1309,0.2,20.0,0.6292,0.0832,0.0832,0.5129
1310,0.2,20.0,0.106,0.1272,0.1272,0.3828
1311,0.2,20.0,-0.1287,-0.1113,-0.1113,0.6374
1312,0.2,20.0,-0.1369,0.0072,0.0072,-0.1434
1313,0.2,20.0,0.4352,-0.0173,-0.0173,0.431
1314,0.2,20.0,0.6594,0.0192,0.0192,0.0204
1315,0.2,20.0,0.6272,-0.1541,-0.1541,0.1584
1316,0.2,20.0,0.2168,-0.0123,-0.0123,0.2064
1317,0.2,20.0,0.5438,-0.0191,-0.0191,0.5491
1318,0.2,20.0,-0.0988,0.0137,0.0137,0.2668
1319,0.2,20.0,-0.0335,-0.0992,-0.0992,0.2835
1320,0.2,20.0,0.0942,-0.0375,-0.0375,-0.1103
1321,0.2,20.0,0.3762,-0.1102,-0.1102,0.6508
1322,0.2,20.0,-0.0844,0.3044,0.3044,0.4419
1323,0.2,20.0,0.2484,-0.1507,-0.1507,0.3144
1324,0.2,20.0,0.0542,0.0144,0.0144,-0.0196
1325,0.2,20.0,0.3669,0.1243,0.1243,0.6869
1326,0.2,20.0,0.4122,0.1243,0.1243,0.2036
1327,0.2,20.0,0.2605,-0.3644,-0.3644,0.0837
1328,0.2,20.0,-0.1898,-0.1273,-0.1273,0.1162
1329,0.2,20.0,0.5026,-0.0041,-0.0041,0.4685
1330,0.2,20.0,0.4707,0.3472,0.3472,0.2006
1331,0.2,20.0,0.3023,-0.1463,-0.1463,0.0756
1332,0.2,20.0,-0.1622,0.1297,0.1297,0.1349
1333,0.2,20.0,0.604,0.024,0.024,0.3905
1334,0.2,20.0,0.1701,0.126,0.126,0.263
1335,0.2,20.0,0.0785,-0.3143,-0.3143,0.5851
1336,0.2,20.0,-0.0463,0.0416,0.0416,-0.0396
1337,0.2,20.0,0.2885,0.0145,0.0145,0.2702
1338,0.2,20.0,0.2215,0.0644,0.0644,0.524
1339,0.2,20.0,0.2408,-0.0256,-0.0256,0.6079
1340,0.2,20.0,0.0577,0.0183,0.0183,0.0557
1341,0.2,20.0,0.6335,0.0113,0.0113,0.6482
1342,0.2,20.0,0.3737,0.114,0.114,-0.1364
1343,0.2,20.0,0.496,-0.0405,-0.0405,-0.1785
1344,0.2,20.0,-0.1705,-0.0169,-0.0169,-0.108
1345,0.2,20.0,0.2975,0.0025,0.0025,0.4025
1346,0.2,20.0,0.4755,0.2058,0.2058,0.3994
1347,0.2,20.0,0.4342,-0.2264,-0.2264,0.2104
1348,0.2,20.0,0.0419,0.0556,0.0556,0.2346
1349,0.2,20.0,0.5452,-0.001,-0.001,0.686
1350,0.2,20.0,0.0362,0.2147,0.2147,0.1004
1351,0.2,20.0,0.1095,-0.1993,-0.1993,0.32
1352,0.2,20.0,0.073,-0.1038,-0.1038,0.0137
1353,0.2,20.0,0.3892,-0.0753,-0.0753,0.5296
1354,0.2,20.0,0.0281,0.1738,0.1738,0.5473
1355,0.2,20.0,0.1833,-0.0227,-0.0227,0.3124
1356,0.2,20.0,-0.0769,0.1187,0.1187,-0.1374
1357,0.2,20.0,0.4669,0.1041,0.1041,0.6741
1358,0.2,20.0,0.4245,0.1039,0.1039,0.1359
1359,0.2,20.0,0.6784,-0.1449,-0.1449,-0.2216
1360,0.2,20.0,-0.1326,-0.1144,-0.1144,0.0308
1361,0.2,20.0,0.6549,-0.1285,-0.1285,0.5734
1362,0.2,20.0,0.7052,0.1144,0.1144,-0.1968
1363,0.2,20.0,0.3299,-0.1161,-0.1161,0.0962
1364,0.2,20.0,-0.0027,0.0727,0.0727,0.0957
1365,0.2,20.0,0.5115,0.1066,0.1066,0.4354
1366,0.2,20.0,0.1692,0.0228,0.0228,0.3276
1367,0.2,20.0,-0.0356,-0.2165,-0.2165,0.4271
1368,0.2,20.0,-0.1667,0.0088,0.0088,-0.0522
1369,0.2,20.0,0.2878,-0.0496,-0.0496,0.4736
1370,0.2,20.0,0.1585,0.2061,0.2061,0.3973
1371,0.2,20.0,0.4099,-0.2247,-0.2247,0.417
1372,0.2,20.0,0.1192,-0.0084,-0.0084,0.2127
1373,0.2,20.0,0.6267,0.0088,0.0088,0.6625
1374,0.2,20.0,0.2779,0.2181,0.2181,0.0432
1375,0.2,20.0,0.0669,-0.1953,-0.1953,0.049
1376,0.2,20.0,0.1979,-0.1239,-0.1239,-0.1126
1377,0.2,20.0,0.4284,-0.0277,-0.0277,0.5752
1378,0.2,20.0,0.205,0.3904,0.3904,0.3636
1379,0.2,20.0,0.1353,-0.071,-0.071,0.2634
1380,0.2,20.0,0.1721,0.1005,0.1005,-0.0985
1381,0.2,20.0,0.4664,0.0072,0.0072,0.5015
1382,0.2,20.0,0.161,0.1237,0.1237,0.1034
1383,0.2,20.0,0.533,-0.2655,-0.2655,0.0845
1384,0.2,20.0,-0.0632,-0.0504,-0.0504,-0.0531
1385,0.2,20.0,0.3335,-0.0123,-0.0123,0.322
1386,0.2,20.0,0.5386,0.1204,0.1204,0.1647
1387,0.2,20.0,0.5321,-0.012,-0.012,0.1517
1388,0.2,20.0,0.0802,-0.0403,-0.0403,0.0694
1389,0.2,20.0,0.7286,0.0145,0.0145,0.716
1390,0.2,20.0,-0.1868,0.1898,0.1898,0.4409
1391,0.2,20.0,-0.209,-0.0303,-0.0303,0.4198
1392,0.2,20.0,-0.2021,-0.0145,-0.0145,-0.2196
1393,0.2,20.0,0.4258,0.021,0.021,0.4218
1394,0.2,20.0,0.0703,0.0409,0.0409,0.6985
1395,0.2,20.0,0.0561,-0.1364,-0.1364,0.6911
1396,0.2,20.0,0.1651,-0.0076,-0.0076,0.1749
1397,0.2,20.0,0.5634,0.0486,0.0486,0.5697
1398,0.2,20.0,0.3734,0.0222,0.0222,-0.0503
1399,0.2,20.0,0.3369,-0.0935,-0.0935,-0.0584
1400,0.2,20.0,-0.0239,-0.0089,-0.0089,0.0519
1401,0.2,20.0,0.6033,-0.1098,-0.1098,0.3443
1402,0.2,20.0,0.4124,0.2949,0.2949,-0.0303
1403,0.2,20.0,0.4054,-0.1169,-0.1169,0.3087
1404,0.2,20.0,-0.0686,0.0151,0.0151,0.0805
1405,0.2,20.0,0.5849,0.1177,0.1177,0.3235
1406,0.2,20.0,0.2292,0.0778,0.0778,0.3523
1407,0.2,20.0,0.0873,-0.3527,-0.3527,0.3498
1408,0.2,20.0,-0.2185,0.0083,0.0083,-0.1618
1409,0.2,20.0,0.3915,-0.0157,-0.0157,0.4257
1410,0.2,20.0,0.21,0.2169,0.2169,0.5127
1411,0.2,20.0,0.29,-0.2911,-0.2911,0.4834
1412,0.2,20.0,0.2269,0.0115,0.0115,0.1432
1413,0.2,20.0,0.5516,0.0016,0.0016,0.5549
1414,0.2,20.0,0.2341,0.1284,0.1284,0.047
1415,0.2,20.0,0.1985,-0.166,-0.166,0.0941
1416,0.2,20.0,-0.0576,-0.0429,-0.0429,-0.0091
1417,0.2,20.0,0.5279,-0.1538,-0.1538,0.5189
1418,0.2,20.0,0.6028,0.0705,0.0705,-0.1375
1419,0.2,20.0,0.4321,-0.0631,-0.0631,0.1719
1420,0.2,20.0,-0.0657,0.0518,0.0518,-0.0052
1421,0.2,20.0,0.5031,0.1937,0.1937,0.5004
1422,0.2,20.0,0.2227,0.0182,0.0182,0.4383
1423,0.2,20.0,-0.188,-0.1807,-0.1807,0.5266
1424,0.2,20.0,0.034,-0.2022,-0.2022,-0.0351
1425,0.2,20.0,0.5285,-0.0522,-0.0522,0.5816
1426,0.2,20.0,-0.0237,0.2088,0.2088,0.6834
1427,0.2,20.0,0.0382,-0.0013,-0.0013,0.2582
1428,0.2,20.0,0.0283,0.1534,0.1534,-0.0298
1429,0.2,20.0,0.5175,0.0369,0.0369,0.5532
1430,0.2,20.0,0.2988,0.0689,0.0689,0.0524
1431,0.2,20.0,0.6312,-0.0092,-0.0092,-0.104
1432,0.2,20.0,-0.0335,-0.0002,-0.0002,-0.033
1433,0.2,20.0,0.3677,-0.0161,-0.0161,0.2647
1434,0.2,20.0,0.378,0.1682,0.1682,0.2869
1435,0.2,20.0,0.4611,-0.1072,-0.1072,0.2567
1436,0.2,20.0,0.0811,0.0089,0.0089,0.1064
1437,0.2,20.0,0.6878,-0.0084,-0.0084,0.7379
1438,0.2,20.0,0.0197,0.3036,0.3036,0.1998
1439,0.2,20.0,-0.0654,-0.1959,-0.1959,0.2986
1440,0.2,20.0,-0.1331,-0.0152,-0.0152,0.1219
1441,0.2,20.0,0.6986,-0.0605,-0.0605,0.4269
1442,0.2,20.0,0.4612,0.3845,0.3845,-0.0401
1443,0.2,20.0,0.2744,-0.1443,-0.1443,0.2582
1444,0.2,20.0,-0.0111,0.0141,0.0141,0.1911
1445,0.2,20.0,0.5136,0.0366,0.0366,0.3419
1446,0.2,20.0,0.1731,0.0596,0.0596,0.2483
1447,0.2,20.0,0.2238,-0.2939,-0.2939,0.2699
1448,0.2,20.0,-0.1343,0.0073,0.0073,-0.1225
1449,0.2,20.0,0.3762,-0.059,-0.059,0.4197
1450,0.2,20.0,0.0213,0.0628,0.0628,0.5842
1451,0.2,20.0,0.2024,-0.1743,-0.1743,0.6026
1452,0.2,20.0,0.0892,-0.0775,-0.0775,0.209
1453,0.2,20.0,0.6312,0.0635,0.0635,0.6805
1454,0.2,20.0,0.4753,0.0705,0.0705,-0.1159
1455,0.2,20.0,0.2319,-0.1525,-0.1525,-0.1342
1456,0.2,20.0,-0.1829,-0.0852,-0.0852,-0.1413
1457,0.2,20.0,0.3048,0.0695,0.0695,0.4218
1458,0.2,20.0,0.6606,0.1568,0.1568,0.2567
1459,0.2,20.0,0.584,-0.1079,-0.1079,0.0304
1460,0.2,20.0,0.1051,0.0556,0.0556,0.1294
1461,0.2,20.0,0.6061,-0.0198,-0.0198,0.6403
1462,0.2,20.0,-0.1261,0.1687,0.1687,0.2931
1463,0.2,20.0,-0.0534,-0.0939,-0.0939,0.4568
1464,0.2,20.0,0.1691,-0.0527,-0.0527,0.0004
1465,0.2,20.0,0.2834,-0.009,-0.009,0.5248
1466,0.2,20.0,0.1988,0.2994,0.2994,0.2819
1467,0.2,20.0,0.2765,-0.048,-0.048,0.3173
1468,0.2,20.0,0.0431,0.0731,0.0731,-0.1787
1469,0.2,20.0,0.3983,0.0075,0.0075,0.644
1470,0.2,20.0,0.258,0.1605,0.1605,0.2192
1471,0.2,20.0,0.4613,-0.4148,-0.4148,0.0899
1472,0.2,20.0,-0.0363,-0.1547,-0.1547,-0.0225
1473,0.2,20.0,0.4986,-0.0632,-0.0632,0.4308
1474,0.2,20.0,0.6153,0.1433,0.1433,0.0296
1475,0.2,20.0,0.3352,-0.0237,-0.0237,0.0736
1476,0.2,20.0,-0.004,0.2357,0.2357,0.0036
1477,0.2,20.0,0.5029,0.0493,0.0493,0.4457
1478,0.2,20.0,0.1222,0.0423,0.0423,0.2809
1479,0.2,20.0,-0.0004,-0.0542,-0.0542,0.7063
1480,0.2,20.0,-0.1053,0.0121,0.0121,-0.0794
1481,0.2,20.0,0.3453,0.0076,0.0076,0.2922
1482,0.2,20.0,0.3586,0.172,0.172,0.4811
1483,0.2,20.0,0.2702,-0.1668,-0.1668,0.4955
1484,0.2,20.0,0.0018,0.0003,0.0003,0.0013
1485,0.2,20.0,0.6608,0.0054,0.0054,0.7033
1486,0.2,20.0,0.2574,0.2818,0.2818,0.0783
1487,0.2,20.0,0.3147,-0.2846,-0.2846,-0.0922
1488,0.2,20.0,-0.197,-0.0037,-0.0037,-0.1743
1489,0.2,20.0,0.4791,-0.0019,-0.0019,0.4738
1490,0.2,20.0,0.6325,0.2425,0.2425,0.1498
1491,0.2,20.0,0.4271,-0.2835,-0.2835,0.2828
1492,0.2,20.0,0.186,-0.0091,-0.0091,0.1342
1493,0.2,20.0,0.5861,-0.0039,-0.0039,0.5976
1494,0.2,20.0,-0.0017,0.1485,0.1485,0.276
1495,0.2,20.0,0.0282,-0.1856,-0.1856,0.1346
1496,0.2,20.0,0.0315,-0.0535,-0.0535,-0.025
1497,0.2,20.0,0.4631,-0.2242,-0.2242,0.5299
1498,0.2,20.0,-0.19,0.0054,0.0054,0.5294
1499,0.2,20.0,0.2154,-0.0492,-0.0492,0.3855
1500,0.2,20.0,0.0707,0.0734,0.0734,-0.002
1501,0.2,20.0,0.4799,0.1516,0.1516,0.5363
1502,0.2,20.0,0.4181,0.0056,0.0056,0.1754
1503,0.2,20.0,0.4829,-0.154,-0.154,-0.0886
1504,0.2,20.0,-0.0656,-0.0534,-0.0534,-0.1054
1505,0.2,20.0,0.4146,0.0456,0.0456,0.3424
1506,0.2,20.0,0.222,0.1744,0.1744,0.6102
1507,0.2,20.0,0.1026,-0.0453,-0.0453,0.5539
1508,0.2,20.0,0.1815,0.0504,0.0504,0.1399
1509,0.2,20.0,0.6603,-0.0737,-0.0737,0.5499
1510,0.2,20.0,0.1988,0.1587,0.1587,-0.1752
1511,0.2,20.0,0.4214,-0.0537,-0.0537,-0.0347
1512,0.2,20.0,-0.0793,-0.0697,-0.0697,0.2164
1513,0.2,20.0,0.5704,-0.0125,-0.0125,0.3287
1514,0.2,20.0,0.2521,0.3371,0.3371,0.2081
1515,0.2,20.0,0.2656,-0.0655,-0.0655,0.1808
1516,0.2,20.0,-0.1448,0.0388,0.0388,0.0356
1517,0.2,20.0,0.7463,0.0197,0.0197,0.4453
1518,0.2,20.0,0.24,0.2295,0.2295,0.2831
1519,0.2,20.0,0.0046,-0.3831,-0.3831,0.4656
1520,0.2,20.0,0.0431,-0.0128,-0.0128,-0.2251
1521,0.2,20.0,0.4606,-0.0484,-0.0484,0.6209
1522,0.2,20.0,0.0876,0.3953,0.3953,0.4321
1523,0.2,20.0,0.2223,-0.2337,-0.2337,0.2857
1524,0.2,20.0,0.1663,0.0083,0.0083,-0.0909
1525,0.2,20.0,0.2864,0.0986,0.0986,0.5917
1526,0.2,20.0,0.3197,0.0652,0.0652,0.2589
1527,0.2,20.0,0.2991,-0.3551,-0.3551,0.2288
1528,0.2,20.0,-0.0572,0.0731,0.0731,-0.181
1529,0.2,20.0,0.3524,-0.037,-0.037,0.3351
1530,0.2,20.0,0.5333,0.0862,0.0862,0.1104
1531,0.2,20.0,0.6934,-0.1562,-0.1562,0.2727
1532,0.2,20.0,0.1564,-0.0303,-0.0303,0.1017
1533,0.2,20.0,0.585,0.0625,0.0625,0.5597
1534,0.2,20.0,-0.0315,0.0745,0.0745,0.3624
1535,0.2,20.0,-0.113,-0.1674,-0.1674,0.3055
1536,0.2,20.0,0.1685,-0.0302,-0.0302,-0.1673
1537,0.2,20.0,0.383,-0.0302,-0.0302,0.503
1538,0.2,20.0,0.133,0.2978,0.2978,0.4588
1539,0.2,20.0,0.2219,-0.1379,-0.1379,0.233
1540,0.2,20.0,0.2197,0.0337,0.0337,-0.2149
1541,0.2,20.0,0.3889,0.0392,0.0392,0.5399
1542,0.2,20.0,0.2514,0.093,0.093,0.1454
1543,0.2,20.0,0.3685,-0.382,-0.382,0.3524
1544,0.2,20.0,-0.0928,0.0004,0.0004,-0.0934
1545,0.2,20.0,0.2903,0.0493,0.0493,0.3243
1546,0.2,20.0,0.612,0.0545,0.0545,0.2225
1547,0.2,20.0,0.5565,-0.1549,-0.1549,0.229
1548,0.2,20.0,0.0395,-0.0106,-0.0106,0.0244
1549,0.2,20.0,0.6713,0.0256,0.0256,0.6544
1550,0.2,20.0,-0.1598,0.0777,0.0777,0.4355
1551,0.2,20.0,-0.1226,-0.2513,-0.2513,0.3885
1552,0.2,20.0,-0.1763,-0.0275,-0.0275,-0.1906
1553,0.2,20.0,0.4831,0.0175,0.0175,0.4488
1554,0.2,20.0,0.094,0.207,0.207,0.6808
1555,0.2,20.0,0.0599,-0.0981,-0.0981,0.6643
1556,0.2,20.0,0.1779,-0.0422,-0.0422,0.2016
1557,0.2,20.0,0.5714,-0.002,-0.002,0.5676
1558,0.2,20.0,0.2885,0.1221,0.1221,-0.0686
1559,0.2,20.0,0.2919,-0.0656,-0.0656,-0.0835
1560,0.2,20.0,-0.0295,-0.0365,-0.0365,0.0982
1561,0.2,20.0,0.6985,-0.0049,-0.0049,0.2568
1562,0.2,20.0,0.1987,0.3676,0.3676,0.0814
1563,0.2,20.0,0.3722,-0.0941,-0.0941,0.2734
1564,0.2,20.0,-0.0229,0.0311,0.0311,0.0913
1565,0.2,20.0,0.6762,0.0069,0.0069,0.3178
1566,0.2,20.0,0.2702,0.1398,0.1398,0.319
1567,0.2,20.0,0.0526,-0.312,-0.312,0.3627
1568,0.2,20.0,-0.1274,-0.0081,-0.0081,-0.0497
1569,0.2,20.0,0.3609,0.0223,0.0223,0.411
1570,0.2,20.0,0.5708,0.1924,0.1924,0.2668
1571,0.2,20.0,0.3909,-0.1887,-0.1887,0.2455
1572,0.2,20.0,0.068,0.0151,0.0151,0.2003
1573,0.2,20.0,0.5545,-0.0632,-0.0632,0.702
1574,0.2,20.0,-0.0961,0.1833,0.1833,0.1796
1575,0.2,20.0,0.0863,-0.2132,-0.2132,0.2571
1576,0.2,20.0,0.12,-0.1278,-0.1278,-0.0428
1577,0.2,20.0,0.462,-0.1297,-0.1297,0.4803
1578,0.2,20.0,-0.0622,0.034,0.034,0.5833
1579,0.2,20.0,0.1376,-0.0305,-0.0305,0.2704
1580,0.2,20.0,0.0043,0.1005,0.1005,-0.1188
1581,0.2,20.0,0.5944,0.1272,0.1272,0.6172
1582,0.2,20.0,0.4722,0.0274,0.0274,0.0492
1583,0.2,20.0,0.61,-0.1712,-0.1712,-0.1626
1584,0.2,20.0,-0.1332,-0.1208,-0.1208,-0.1032
1585,0.2,20.0,0.6033,-0.091,-0.091,0.5238
1586,0.2,20.0,0.6435,0.216,0.216,-0.0647
1587,0.2,20.0,0.4625,-0.0202,-0.0202,0.001
1588,0.2,20.0,0.0181,0.145,0.145,0.0499
1589,0.2,20.0,0.512,0.1419,0.1419,0.3803
1590,0.2,20.0,0.2448,0.0299,0.0299,0.3383
1591,0.2,20.0,-0.075,-0.0235,-0.0235,0.5818
1592,0.2,20.0,-0.2138,0.0702,0.0702,-0.0289
1593,0.2,20.0,0.2972,-0.0232,-0.0232,0.4115
1594,0.2,20.0,0.2745,0.2061,0.2061,0.3688
1595,0.2,20.0,0.3177,-0.1796,-0.1796,0.6263
1596,0.2,20.0,0.0772,-0.0174,-0.0174,0.1217
1597,0.2,20.0,0.5426,0.0198,0.0198,0.6466
1598,0.2,20.0,0.2367,0.1935,0.1935,0.1565
1599,0.2,20.0,0.2515,-0.1962,-0.1962,-0.0968
1600,0.2,20.0,-0.1868,0.0115,0.0115,-0.1947
1601,0.2,20.0,0.3962,0.0012,0.0012,0.3979
1602,0.2,20.0,0.5681,0.1922,0.1922,0.1491
1603,0.2,20.0,0.7135,-0.096,-0.096,0.08
1604,0.2,20.0,0.2068,0.0286,0.0286,0.2243
1605,0.2,20.0,0.5384,0.006,0.006,0.5295
1606,0.2,20.0,-0.0125,0.1187,0.1187,0.2334
1607,0.2,20.0,-0.0084,-0.0467,-0.0467,0.3448
1608,0.2,20.0,0.0557,-0.0281,-0.0281,-0.0621
1609,0.2,20.0,0.3552,-0.0286,-0.0286,0.6479
1610,0.2,20.0,0.1939,0.3901,0.3901,0.2182
1611,0.2,20.0,0.2529,-0.1312,-0.1312,0.3975
1612,0.2,20.0,0.0064,0.0202,0.0202,-0.0718
1613,0.2,20.0,0.2727,0.036,0.036,0.7106
1614,0.2,20.0,0.328,0.1267,0.1267,0.3265
1615,0.2,20.0,0.3953,-0.3647,-0.3647,-0.0414
1616,0.2,20.0,-0.1876,-0.0002,-0.0002,0.2484
1617,0.2,20.0,0.5819,-0.027,-0.027,0.4907
1618,0.2,20.0,0.4934,0.3763,0.3763,0.1072
1619,0.2,20.0,0.1893,-0.1164,-0.1164,0.1514
1620,0.2,20.0,-0.1403,0.0049,0.0049,0.1382
1621,0.2,20.0,0.5821,0.0321,0.0321,0.4667
1622,0.2,20.0,0.104,0.1456,0.1456,0.2431
1623,0.2,20.0,0.1984,-0.384,-0.384,0.3496
1624,0.2,20.0,-0.0196,-0.0119,-0.0119,-0.0428
1625,0.2,20.0,0.299,-0.0255,-0.0255,0.3127
1626,0.2,20.0,0.1463,0.0562,0.0562,0.5114
1627,0.2,20.0,0.2266,-0.1029,-0.1029,0.5052
1628,0.2,20.0,0.1227,-0.0006,-0.0006,0.1238
1629,0.2,20.0,0.6971,-0.0215,-0.0215,0.6843
1630,0.2,20.0,0.3948,0.1058,0.1058,-0.2294
1631,0.2,20.0,0.3641,-0.1548,-0.1548,-0.0856
1632,0.2,20.0,-0.0293,-0.1161,-0.1161,-0.042
1633,0.2,20.0,0.4971,-0.1309,-0.1309,0.6719
1634,0.2,20.0,-0.1644,0.1845,0.1845,0.6467
1635,0.2,20.0,0.1085,-0.0159,-0.0159,0.3854
1636,0.2,20.0,0.097,0.1215,0.1215,0.0774
1637,0.2,20.0,0.4016,0.0588,0.0588,0.4742
1638,0.2,20.0,0.259,0.0204,0.0204,0.161
1639,0.2,20.0,0.5027,-0.0388,-0.0388,-0.032
1640,0.2,20.0,-0.1115,0.0176,0.0176,-0.1517
1641,0.2,20.0,0.4912,-0.0182,-0.0182,0.3199
1642,0.2,20.0,0.3981,0.2563,0.2563,0.2131
1643,0.2,20.0,0.5423,-0.1839,-0.1839,0.2425
1644,0.2,20.0,0.1873,-0.054,-0.054,0.0574
1645,0.2,20.0,0.7402,0.0153,0.0153,0.618
1646,0.2,20.0,0.1035,0.2676,0.2676,0.3159
1647,0.2,20.0,-0.115,-0.1853,-0.1853,0.1691
1648,0.2,20.0,-0.1014,-0.0248,-0.0248,-0.2271
1649,0.2,20.0,0.4272,0.0408,0.0408,0.3203
1650,0.2,20.0,0.3066,0.1844,0.1844,0.61
1651,0.2,20.0,0.2315,-0.2641,-0.2641,0.3611
1652,0.2,20.0,0.153,0.0236,0.0236,0.0226
1653,0.2,20.0,0.6718,-0.0216,-0.0216,0.6189
1654,0.2,20.0,0.284,0.1922,0.1922,-0.055
1655,0.2,20.0,0.2393,-0.2603,-0.2603,0.1264
1656,0.2,20.0,0.0242,-0.0799,-0.0799,0.0911
1657,0.2,20.0,0.4451,-0.1252,-0.1252,0.4085
1658,0.2,20.0,0.5548,0.0241,0.0241,-0.0151
1659,0.2,20.0,0.3156,-0.0254,-0.0254,0.234
1660,0.2,20.0,-0.1331,0.1363,0.1363,-0.0096
1661,0.2,20.0,0.5391,0.0973,0.0973,0.5172
1662,0.2,20.0,0.0955,0.0072,0.0072,0.386
1663,0.2,20.0,-0.091,-0.2353,-0.2353,0.6214
1664,0.2,20.0,-0.0924,-0.0397,-0.0397,-0.1319
1665,0.2,20.0,0.3444,0.0533,0.0533,0.3258
1666,0.2,20.0,0.1942,0.0086,0.0086,0.6297
1667,0.2,20.0,0.1152,-0.123,-0.123,0.5658
1668,0.2,20.0,0.1839,0.08,0.08,0.0996
1669,0.2,20.0,0.6075,-0.0408,-0.0408,0.5943
1670,0.2,20.0,0.3032,0.0053,0.0053,-0.1789
1671,0.2,20.0,0.4487,-0.1254,-0.1254,0.0096
1672,0.2,20.0,-0.0714,-0.0424,-0.0424,0.1704
