,dU11,dU12,dU21,dU22
603,0.3434,-0.138,-0.138,-0.2666
604,-0.1517,-0.3105,-0.3105,-0.1861
605,0.725,0.0661,0.0661,0.5787
606,-0.1853,0.0976,0.0976,0.5097
607,0.3833,-0.2992,-0.2992,0.7135
608,0.2255,0.0309,0.0309,0.1118
609,0.5562,-0.0395,-0.0395,0.5324
610,0.5717,0.3336,0.3336,-0.0085
611,0.8565,-0.0406,-0.0406,-0.4585
612,-0.3032,0.022,0.022,-0.283
613,0.9064,0.0479,0.0479,0.6421
614,-0.0757,0.1223,0.1223,0.273
615,0.2037,-0.1932,-0.1932,0.2732
616,-0.2847,0.0716,0.0716,-0.0624
617,0.6286,-0.2949,-0.2949,0.7606
618,0.3441,0.2158,0.2158,0.7393
619,-0.1849,-0.0126,-0.0126,0.4464
620,-0.2692,-0.1816,-0.1816,-0.0912
621,0.3018,0.0549,0.0549,0.6282
622,0.4711,0.3305,0.3305,-0.3356
623,0.4987,-0.3082,-0.3082,0.4324
624,-0.0886,0.2534,0.2534,-0.2548
625,0.7364,-0.0444,-0.0444,0.5627
626,0.6716,0.0462,0.0462,-0.0018
627,0.1829,-0.2527,-0.2527,-0.1948
628,0.1685,-0.0333,-0.0333,-0.1222
629,0.7852,0.1519,0.1519,0.598
630,0.0556,0.2985,0.2985,0.06
631,0.0476,-0.3595,-0.3595,0.7701
632,-0.032,0.0277,0.0277,-0.0092
633,0.2596,-0.0206,-0.0206,0.3565
634,-0.384,0.1096,0.1096,0.9625
635,-0.0402,-0.3794,-0.3794,0.5004
636,-0.4219,-0.029,-0.029,-0.1958
637,0.8528,-0.0409,-0.0409,0.8048
638,0.2975,0.16,0.16,0.2713
639,0.5122,-0.1164,-0.1164,0.242
640,0.1888,0.071,0.071,-0.475
641,0.7123,-0.1475,-0.1475,0.523
642,0.4294,0.3721,0.3721,0.3938
643,0.1728,-0.2328,-0.2328,-0.3321
644,0.0638,-0.217,-0.217,-0.0835
645,0.9412,0.1132,0.1132,0.4912
646,-0.2862,0.0281,0.0281,0.2573
647,0.1906,-0.3719,-0.3719,0.7892
648,-0.0968,0.0008,0.0008,-0.0917
649,0.3761,-0.0178,-0.0178,0.3953
650,0.2138,0.6021,0.6021,0.3008
651,-0.0381,-0.2586,-0.2586,0.5536
652,-0.2571,-0.0799,-0.0799,-0.1987
653,0.8211,-0.0308,-0.0308,0.69
654,0.5401,0.0411,0.0411,0.0781
655,0.4916,-0.2132,-0.2132,0.1987
656,0.1489,-0.0027,-0.0027,0.1511
657,0.54,0.0079,0.0079,0.5793
658,0.5656,0.249,0.249,-0.1296
659,0.3747,-0.63,-0.63,0.1563
660,-0.3514,0.0433,0.0433,-0.2063
661,0.7701,0.0714,0.0714,0.7331
662,0.015,0.1794,0.1794,0.3183
663,-0.0314,-0.0168,-0.0168,0.3898
664,-0.1749,0.135,0.135,-0.0375
665,0.3298,-0.0956,-0.0956,0.9328
666,0.2725,0.2136,0.2136,0.8401
667,0.0565,-0.3799,-0.3799,0.1671
668,-0.4238,-0.1158,-0.1158,-0.0565
669,0.489,0.1887,0.1887,0.5765
670,0.3636,0.325,0.325,-0.2718
671,0.7293,-0.0008,-0.0008,0.2309
672,0.122,0.0855,0.0855,0.1257
673,0.4916,0.0841,0.0841,0.3175
674,-0.4535,0.141,0.141,0.7314
675,-0.1771,-0.5421,-0.5421,0.4794
676,-0.2929,-0.0002,-0.0002,-0.2898
677,0.9761,-0.0192,-0.0192,0.9469
678,0.2997,0.049,0.049,0.2693
679,0.4321,-0.103,-0.103,0.045
680,-0.1817,0.13,0.13,-0.2073
681,0.6189,-0.0734,-0.0734,0.443
682,0.8409,0.1239,0.1239,-0.0902
683,0.2638,-0.2742,-0.2742,-0.0504
684,0.0942,-0.0383,-0.0383,-0.4021
685,0.6486,0.0248,0.0248,0.6127
686,0.0881,0.356,0.356,0.37
687,0.1617,-0.1438,-0.1438,0.813
688,-0.1592,0.071,0.071,0.0505
689,0.6908,-0.1393,-0.1393,0.7457
690,0.2856,0.2669,0.2669,0.5244
691,-0.3166,-0.1601,-0.1601,0.5426
692,-0.1306,-0.0403,-0.0403,-0.0593
693,0.3447,0.0147,0.0147,0.8939
694,0.3288,0.1914,0.1914,-0.352
695,0.4082,-0.4026,-0.4026,0.1792
696,0.0038,-0.0537,-0.0537,0.1391
697,0.4137,-0.12,-0.12,0.3844
698,0.6491,0.5506,0.5506,0.1202
699,0.8795,-0.1914,-0.1914,-0.2261
700,-0.4503,0.0002,0.0002,-0.4499
701,0.8042,0.0007,0.0007,0.755
702,0.0459,0.1283,0.1283,0.4301
703,0.2262,-0.0615,-0.0615,0.2517
704,0.239,-0.0169,-0.0169,0.1616
705,0.4646,0.0147,0.0147,0.453
706,-0.0831,0.4481,0.4481,0.5709
707,-0.424,-0.1046,-0.1046,0.9809
708,-0.3064,0.0905,0.0905,-0.4091
709,0.774,0.0266,0.0266,0.9734
710,0.2642,0.0894,0.0894,0.0509
711,0.1475,-0.1523,-0.1523,0.1192
712,-0.1099,0.0146,0.0146,-0.165
713,0.6857,-0.228,-0.228,0.5413
714,0.743,0.3167,0.3167,0.2563
715,0.5761,-0.0466,-0.0466,-0.1645
716,-0.1766,-0.0986,-0.0986,-0.2954
717,0.7114,0.0337,0.0337,0.4351
718,-0.1977,0.3071,0.3071,0.4335
719,0.3459,-0.2738,-0.2738,0.3574
720,-0.188,0.246,0.246,-0.0847
721,0.6259,-0.0235,-0.0235,0.697
722,-0.0438,0.0089,0.0089,0.6543
723,-0.2694,-0.275,-0.275,0.245
724,-0.1939,-0.0544,-0.0544,0.1182
725,0.6415,0.1255,0.1255,0.7604
726,0.1611,0.3068,0.3068,0.0886
727,0.7779,-0.2962,-0.2962,0.0332
728,0.0229,0.0182,0.0182,0.0124
729,0.317,0.0033,0.0033,0.3287
730,0.9428,0.035,0.035,-0.4295
731,0.5753,-0.3959,-0.3959,-0.1333
732,-0.2437,-0.0448,-0.0448,-0.4813
733,0.8124,-0.074,-0.074,0.8785
734,0.3125,0.1621,0.1621,0.3757
735,0.2425,-0.085,-0.085,0.4905
736,0.1368,0.2114,0.2114,-0.1571
737,0.9609,-0.0407,-0.0407,0.497
738,0.7086,0.1107,0.1107,0.2357
739,0.1679,-0.4466,-0.4466,-0.1628
740,0.0177,-0.1121,-0.1121,-0.2359
741,0.6179,0.3333,0.3333,0.5714
742,-0.2841,0.3476,0.3476,0.0899
743,0.0672,-0.107,-0.107,0.7923
744,0.0491,-0.0471,-0.0471,-0.0268
745,0.4083,-0.0107,-0.0107,0.6232
746,-0.079,0.2106,0.2106,0.7696
747,0.16,-0.4715,-0.4715,0.4828
748,-0.3647,-0.0059,-0.0059,-0.3518
749,0.6514,-0.0212,-0.0212,0.6495
750,0.4395,0.2868,0.2868,0.0757
751,0.3937,-0.0271,-0.0271,0.1432
752,0.1046,0.0002,0.0002,-0.0651
753,0.3946,0.0601,0.0601,0.5129
754,0.2784,0.519,0.519,0.0321
755,0.6093,-0.2706,-0.2706,-0.2531
756,-0.1781,0.0331,0.0331,-0.1685
757,0.8801,-0.0016,-0.0016,0.8844
758,0.1435,0.0321,0.0321,0.3417
759,0.0869,-0.2826,-0.2826,0.373
760,-0.4291,0.0157,0.0157,-0.0066
761,0.3461,-0.1788,-0.1788,0.6497
762,0.3516,0.4727,0.4727,0.598
763,-0.1823,-0.1388,-0.1388,0.2862
764,-0.1677,-0.2952,-0.2952,-0.0686
765,0.5237,0.0782,0.0782,0.7408
766,0.4345,0.1328,0.1328,-0.2237
767,0.7043,-0.3428,-0.3428,0.4195
768,-0.2494,0.0398,0.0398,0.1845
769,0.5594,-0.1947,-0.1947,0.8307
770,0.3782,0.2749,0.2749,0.575
771,-0.3726,-0.1921,-0.1921,0.457
772,-0.1279,-0.1022,-0.1022,-0.1147
773,0.3998,0.2087,0.2087,0.8823
774,0.2524,0.0983,0.0983,-0.4101
775,0.5429,-0.3234,-0.3234,0.1888
776,-0.0888,-0.0122,-0.0122,0.1326
777,0.5076,-0.0777,-0.0777,0.3812
778,0.5117,0.514,0.514,0.1689
779,0.834,-0.227,-0.227,-0.0843
780,-0.359,0.0237,0.0237,-0.357
781,0.6855,-0.0003,-0.0003,0.6863
782,-0.0545,0.0651,0.0651,0.5343
783,0.1676,-0.1101,-0.1101,0.3105
784,-0.0467,0.0795,0.0795,0.1103
785,0.6005,0.001,0.001,0.4017
786,-0.2782,0.258,0.258,0.5522
787,0.0339,-0.5058,-0.5058,0.2624
788,-0.1699,-0.014,-0.014,-0.1323
789,0.8226,-0.0009,-0.0009,0.8223
790,0.3147,0.1485,0.1485,0.1616
791,0.6035,-0.1039,-0.1039,-0.0355
792,-0.0405,0.2073,0.2073,-0.3958
793,0.8106,-0.0217,-0.0217,0.3019
794,0.8653,0.2201,0.2201,0.1197
795,0.0534,-0.2611,-0.2611,-0.0783
796,0.1503,-0.1979,-0.1979,-0.4081
797,0.6305,0.1243,0.1243,0.5892
798,-0.0392,0.3498,0.3498,0.2601
799,0.2713,-0.1354,-0.1354,0.9329
800,0.2048,0.0204,0.0204,0.189
801,0.516,-0.0009,-0.0009,0.512
802,0.7556,0.0785,0.0785,-0.2256
803,0.6384,-0.5714,-0.5714,-0.2031
804,-0.4331,0.0169,0.0169,-0.3092
805,0.898,0.0852,0.0852,0.7989
806,0.1504,0.1605,0.1605,0.1797
807,0.066,-0.0908,-0.0908,0.2858
808,-0.1461,0.0581,0.0581,-0.1107
809,0.4616,-0.1026,-0.1026,0.8537
810,0.1356,0.0467,0.0467,0.8341
811,-0.0556,-0.3049,-0.3049,0.4144
812,-0.3804,-0.0402,-0.0402,-0.0526
813,0.4339,0.1254,0.1254,0.5875
814,0.1238,0.4997,0.4997,0.1077
815,0.6229,-0.2045,-0.2045,0.1936
816,0.0421,0.1086,0.1086,-0.2878
817,0.6004,-0.0372,-0.0372,0.5854
818,0.5866,0.3061,0.3061,0.009
819,0.4256,-0.014,-0.014,-0.3475
820,0.0249,-0.1218,-0.1218,-0.0937
821,0.8874,0.0524,0.0524,0.5916
822,-0.1113,0.1684,0.1684,0.3187
823,0.3175,-0.4732,-0.4732,0.4278
824,0.0166,-0.0102,-0.0102,-0.0202
825,0.2921,0.0018,0.0018,0.2911
826,-0.2231,0.5368,0.5368,0.7407
827,-0.2495,-0.03,-0.03,0.7659
828,-0.3975,-0.0571,-0.0571,-0.3455
829,0.9875,-0.0351,-0.0351,0.8025
830,0.4571,0.0659,0.0659,0.2604
831,0.3251,-0.1361,-0.1361,0.2734
832,0.1552,0.0601,0.0601,0.0304
833,0.384,0.0871,0.0871,0.3864
834,0.5019,0.5334,0.5334,-0.1504
835,0.7405,-0.1467,-0.1467,-0.4351
836,-0.2336,-0.0108,-0.0108,-0.2505
837,0.9977,0.006,0.006,0.9069
838,0.1665,0.0268,0.0268,0.269
839,0.1738,-0.2592,-0.2592,0.334
840,-0.3719,0.0901,0.0901,-0.154
841,0.5306,-0.1618,-0.1618,0.5588
842,0.1942,0.4032,0.4032,0.6577
843,-0.1431,-0.0664,-0.0664,0.3406
844,-0.2506,-0.183,-0.183,0.0194
845,0.5686,0.0102,0.0102,0.6992
846,0.5432,0.1486,0.1486,-0.1496
847,0.6111,-0.3699,-0.3699,0.3224
848,0.0158,0.1364,0.1364,-0.0357
849,0.8253,-0.0661,-0.0661,0.6297
850,0.6448,0.1027,0.1027,0.1112
851,0.3038,-0.4556,-0.4556,-0.1086
852,-0.1028,-0.0032,-0.0032,-0.2126
853,0.783,0.1596,0.1596,0.4943
854,-0.0564,0.3603,0.3603,0.1473
855,-0.0166,-0.1707,-0.1707,0.6009
856,0.139,-0.1094,-0.1094,0.1147
857,0.3467,-0.0387,-0.0387,0.4451
858,-0.2581,0.2064,0.2064,0.9044
859,0.0703,-0.5744,-0.5744,0.6242
860,-0.4859,-0.0003,-0.0003,-0.4649
861,0.7806,-0.0154,-0.0154,0.7514
862,0.3303,0.2429,0.2429,0.2319
863,0.2756,-0.0187,-0.0187,0.2182
864,-0.2631,0.2678,0.2678,0.0815
865,0.4997,-0.0248,-0.0248,0.7228
866,0.0761,0.2537,0.2537,0.6312
867,-0.0703,-0.3981,-0.3981,-0.0409
868,-0.2505,-0.1041,-0.1041,0.1746
869,0.6335,0.1982,0.1982,0.7661
870,0.2123,0.2218,0.2218,-0.1502
871,0.9502,-0.0472,-0.0472,0.0504
872,-0.0445,0.0155,0.0155,-0.0614
873,0.3858,0.0018,0.0018,0.3979
874,0.6821,0.3908,0.3908,-0.2147
875,0.2739,-0.4361,-0.4361,0.2179
876,-0.2178,-0.0348,-0.0348,-0.3688
877,0.7279,-0.1213,-0.1213,0.8162
878,0.2449,0.1758,0.1758,0.492
879,0.1529,-0.0353,-0.0353,0.5389
880,0.08,0.0018,0.0018,0.0887
881,0.5644,-0.0275,-0.0275,0.5876
882,0.1999,0.4089,0.4089,0.3326
883,-0.2101,-0.3304,-0.3304,0.7205
884,-0.2114,0.1022,0.1022,-0.2634
885,0.666,0.0536,0.0536,0.8497
886,0.3613,0.0188,0.0188,-0.0998
887,0.318,-0.1897,-0.1897,-0.0076
888,0.0076,0.0468,0.0468,-0.2766
889,0.7764,-0.3142,-0.3142,0.453
890,0.6416,0.3714,0.3714,0.5395
891,0.393,-0.2116,-0.2116,-0.1709
892,-0.1357,-0.2261,-0.2261,-0.2397
893,0.7482,0.1374,0.1374,0.3049
894,-0.4876,0.0037,0.0037,0.439
895,0.2807,-0.2115,-0.2115,0.7031
896,0.1524,0.0373,0.0373,0.1742
897,0.455,-0.0265,-0.0265,0.5526
898,-0.1916,0.035,0.035,0.7768
899,-0.2074,-0.4889,-0.4889,0.651
900,-0.238,0.0271,0.0271,-0.3857
901,0.7792,0.1234,0.1234,0.8958
902,0.1268,0.1504,0.1504,0.0731
903,0.3247,-0.099,-0.099,0.0377
904,-0.1532,0.0689,0.0689,-0.1826
905,0.8793,-0.1516,-0.1516,0.4038
906,0.8663,0.0165,0.0165,0.1704
907,0.405,-0.2347,-0.2347,-0.0262
908,-0.0126,-0.0504,-0.0504,-0.3105
909,0.5767,0.1628,0.1628,0.4139
910,0.0045,0.4917,0.4917,0.1058
911,0.164,-0.2035,-0.2035,0.6719
912,-0.4256,0.1389,0.1389,0.1198
913,0.6516,-0.089,-0.089,0.7085
914,0.1491,0.2445,0.2445,0.518
915,-0.3762,-0.0494,-0.0494,0.2913
916,-0.0872,-0.1835,-0.1835,0.1444
917,0.4508,0.0438,0.0438,0.826
918,0.296,0.2442,0.2442,-0.2025
919,0.483,-0.5177,-0.5177,0.4766
920,0.0335,0.0304,0.0304,-0.1118
921,0.3946,-0.0579,-0.0579,0.3482
922,0.6599,0.5007,0.5007,-0.0562
923,0.6281,-0.0757,-0.0757,-0.2599
924,-0.2382,-0.1276,-0.1276,-0.3906
925,0.7226,-0.0169,-0.0169,0.8535
926,0.1559,0.128,0.128,0.4596
927,0.3987,-0.175,-0.175,0.4257
928,0.2024,0.0191,0.0191,-0.197
929,0.8264,-0.1436,-0.1436,0.5872
930,0.5258,0.2961,0.2961,0.3692
931,0.482,-0.2549,-0.2549,-0.4089
932,-0.1595,-0.1199,-0.1199,-0.1959
933,0.8791,0.1623,0.1623,0.4309
934,-0.3503,0.1312,0.1312,0.3167
935,0.2234,-0.3041,-0.3041,0.4918
936,0.1898,-0.003,-0.003,-0.0581
937,0.4354,-0.0305,-0.0305,0.4944
938,0.1742,0.5336,0.5336,0.4306
939,-0.1319,-0.2982,-0.2982,0.8527
940,-0.4087,0.0107,0.0107,-0.4114
941,0.7336,-0.0224,-0.0224,0.6748
942,0.592,0.0921,0.0921,0.0032
943,0.2739,-0.089,-0.089,0.179
944,0.0636,0.0059,0.0059,0.0543
945,0.2529,0.0192,0.0192,0.5692
946,0.645,0.2579,0.2579,-0.4365
947,0.4194,-0.541,-0.541,0.0458
948,-0.2602,0.0415,0.0415,-0.1709
949,0.9211,-0.0337,-0.0337,0.9231
950,0.2477,0.0736,0.0736,0.3454
951,-0.113,-0.0601,-0.0601,0.4696
952,-0.282,0.1444,0.1444,-0.0854
953,0.2875,-0.0367,-0.0367,0.6594
954,-0.0376,0.2206,0.2206,0.9423
955,-0.0506,-0.3081,-0.3081,0.1799
956,-0.3799,-0.1683,-0.1683,-0.001
957,0.7071,0.0974,0.0974,0.7177
958,0.3125,0.2587,0.2587,0.0194
959,0.8044,-0.0888,-0.0888,0.1826
960,0.0227,0.2345,0.2345,-0.2248
961,0.6704,-0.0291,-0.0291,0.4848
962,0.7029,0.2649,0.2649,0.0128
963,0.0225,-0.4066,-0.4066,-0.0784
964,0.1215,-0.1024,-0.1024,-0.2193
965,0.8115,0.2173,0.2173,0.7067
966,-0.1412,0.1825,0.1825,0.2138
967,-0.0254,-0.0087,-0.0087,0.896
968,-0.0518,-0.0393,-0.0393,-0.0863
969,0.3672,0.006,0.006,0.3373
970,-0.2902,0.3897,0.3897,0.7778
971,0.2136,-0.4361,-0.4361,0.3453
972,-0.3505,-0.0238,-0.0238,-0.2668
973,0.8576,-0.1135,-0.1135,0.7963
974,0.4977,0.1424,0.1424,0.2586
975,0.4862,-0.019,-0.019,0.0845
976,0.1228,-0.0141,-0.0141,0.2204
977,0.5075,0.0687,0.0687,0.5844
978,0.208,0.4631,0.4631,0.1615
979,0.8027,-0.4556,-0.4556,-0.221
980,-0.3883,0.1321,0.1321,-0.2887
981,0.8436,0.0101,0.0101,0.7982
982,0.0514,0.0361,0.0361,0.4243
983,0.0001,-0.1439,-0.1439,0.1963
984,-0.1382,0.0176,0.0176,0.0289
985,0.4372,-0.2114,-0.2114,0.7175
986,0.5048,0.4329,0.4329,0.5279
987,-0.1799,-0.3139,-0.3139,0.4881
988,-0.3609,-0.1895,-0.1895,-0.2284
989,0.4257,0.0751,0.0751,0.7416
990,0.512,0.0505,0.0505,-0.3347
991,0.5775,-0.1708,-0.1708,0.3042
992,-0.0019,0.0862,0.0862,0.211
993,0.4271,0.0668,0.0668,0.4137
994,-0.084,0.5093,0.5093,0.4241
995,-0.436,-0.1916,-0.1916,0.6832
996,-0.2663,-0.0411,-0.0411,-0.19
997,0.869,0.0012,0.0012,0.9228
998,0.2889,0.0505,0.0505,0.1302
999,0.3707,-0.2526,-0.2526,0.2611
1000,-0.0786,0.1131,0.1131,-0.4062
1001,0.6187,-0.1724,-0.1724,0.5585
1002,0.5813,0.3641,0.3641,0.2417
1003,0.2896,-0.0846,-0.0846,-0.1679
1004,0.077,-0.1981,-0.1981,-0.2715
1005,0.6349,0.0036,0.0036,0.5289
1006,-0.175,0.1922,0.1922,0.5433
1007,0.4141,-0.3742,-0.3742,0.6347
1008,-0.1152,0.1981,0.1981,-0.0849
1009,0.5852,-0.1439,-0.1439,0.924
1010,0.238,0.0591,0.0591,0.6868
1011,-0.1343,-0.3352,-0.3352,0.264
1012,-0.1446,-0.0147,-0.0147,0.0284
1013,0.399,0.2431,0.2431,0.7494
1014,0.0954,0.3824,0.3824,-0.2158
1015,0.7489,-0.1659,-0.1659,-0.0478
1016,0.044,-0.0443,-0.0443,0.0441
1017,0.545,-0.1129,-0.1129,0.3156
1018,0.9427,0.1271,0.1271,-0.1421
1019,0.5902,-0.452,-0.452,0.0241
1020,-0.3344,-0.0055,-0.0055,-0.4113
1021,0.7453,0.0539,0.0539,0.6636
1022,0.0866,0.2684,0.2684,0.2586
1023,0.1975,-0.0529,-0.0529,0.4072
